23.9;67;0
4.9;73;0
12.1;99;1
10.5;97;1
16.7;61;0
2.0;81;0
7.9;91;0
2.9;100;1
11.0;64;0
2.0;42;0
0.5;96;1
9.3;49;0
12.5;90;0
0.8;59;0
-4.1;44;0
-0.7;81;0
7.7;41;0
8.3;46;0
4.2;72;0
0.8;79;0
23.8;90;0
16.7;83;0
11.3;64;0
9.9;78;0
23.9;100;1
17.4;66;0
2.9;97;1
4.4;65;0
-4.1;46;0
11.2;71;0
18.2;71;0
12.8;86;0
16.5;78;0
14.1;52;0
2.6;74;0
12.3;42;0
12.6;95;1
3.3;93;0
5.6;86;0
7.4;40;0
11.2;70;0
16.3;62;0
8.3;82;0
-0.1;53;0
4.7;89;0
1.0;72;0
19.1;61;0
18.0;47;0
10.4;74;0
9.0;69;0
16.5;86;0
7.9;59;0
11.4;96;1
18.3;76;0
21.4;45;0
3.4;43;0
9.0;41;0
14.6;50;0
-2.9;76;0
-2.9;83;0
20.9;77;0
2.5;96;1
9.9;92;0
3.7;87;0
1.3;89;0
18.0;69;0
23.7;90;0
13.9;47;0
22.9;77;0
23.4;55;0
11.9;77;0
8.3;92;0
13.3;74;0
-3.9;66;0
9.2;100;1
1.0;78;0
8.2;86;0
4.5;84;0
15.6;70;0
23.7;74;0
9.6;54;0
15.8;79;0
2.9;57;0
7.4;43;0
6.9;52;0
5.4;59;0
3.5;76;0
12.6;82;0
8.5;75;0
-2.3;49;0
17.0;66;0
20.2;52;0
22.2;82;0
16.4;76;0
-3.1;95;1
9.5;74;0
21.8;52;0
-2.2;90;0
4.9;41;0
-4.2;70;0
11.6;57;0
23.6;84;0
15.9;50;0
3.8;71;0
-4.6;66;0
22.2;99;1
4.7;68;0
18.4;66;0
-3.4;47;0
21.4;74;0
13.7;43;0
0.4;78;0
10.4;47;0
5.3;90;0
24.0;81;0
16.2;61;0
19.8;75;0
1.4;89;0
9.8;50;0
23.9;68;0
-3.2;41;0
1.9;78;0
-1.8;63;0
12.8;70;0
-0.2;58;0
7.9;57;0
7.7;72;0
-1.9;92;0
7.3;79;0
21.0;71;0
20.3;81;0
2.2;58;0
15.5;77;0
21.3;80;0
5.9;87;0
15.9;84;0
22.6;54;0
13.8;98;1
3.7;81;0
3.5;69;0
-1.8;98;1
5.7;91;0
13.5;61;0
5.2;58;0
12.6;80;0
0.9;95;1
8.7;57;0
-1.7;80;0
19.1;86;0
7.7;67;0
15.6;74;0
3.4;87;0
4.9;63;0
-0.5;52;0
19.4;74;0
16.7;45;0
20.8;54;0
4.5;89;0
22.6;70;0
8.9;88;0
16.1;87;0
0.5;88;0
9.7;61;0
4.6;65;0
5.5;48;0
9.1;85;0
-1.5;58;0
11.9;43;0
7.4;41;0
22.5;89;0
4.1;42;0
20.4;59;0
17.7;93;0
19.1;99;1
7.4;63;0
2.1;55;0
19.2;73;0
13.8;89;0
21.0;57;0
-1.1;70;0
5.9;92;0
24.6;78;0
18.8;70;0
-1.7;63;0
8.6;73;0
-1.2;70;0
1.0;73;0
3.2;69;0
-2.1;59;0
12.2;91;0
9.1;84;0
5.0;41;0
-0.1;95;1
19.2;95;1
22.5;66;0
23.9;77;0
-3.8;78;0
22.1;40;0
11.9;56;0
-0.6;74;0
17.4;44;0
13.2;75;0
22.5;42;0
1.3;56;0
5.6;97;1
15.2;89;0
14.1;80;0
4.5;90;0
-0.7;45;0
3.5;58;0
-4.5;64;0
23.7;82;0
-1.0;48;0
0.9;41;0
13.9;59;0
17.9;46;0
5.2;52;0
20.6;55;0
12.7;49;0
22.3;71;0
16.9;85;0
8.8;81;0
22.2;68;0
17.5;45;0
10.6;76;0
14.9;81;0
12.4;49;0
9.5;97;1
8.2;40;0
18.3;95;1
11.6;62;0
14.4;60;0
17.6;93;0
15.1;57;0
4.8;100;1
-3.9;94;0
-3.7;93;0
7.2;80;0
-1.8;100;1
11.3;95;1
23.9;55;0
18.0;91;0
-0.6;59;0
4.5;72;0
23.3;97;1
1.3;53;0
9.5;87;0
5.8;72;0
22.1;76;0
22.1;92;0
12.5;82;0
9.9;92;0
8.6;82;0
13.3;52;0
5.5;77;0
-4.0;95;1
16.1;71;0
-2.6;92;0
3.2;71;0
-4.7;83;0
21.6;66;0
0.6;61;0
18.0;87;0
2.7;87;0
3.9;86;0
4.4;61;0
11.6;63;0
3.1;62;0
18.9;52;0
17.5;70;0
3.0;64;0
9.7;64;0
12.2;84;0
10.8;89;0
18.6;83;0
20.6;97;1
-1.6;76;0
11.9;70;0
-0.7;85;0
-0.8;87;0
2.8;82;0
21.9;40;0
7.9;98;1
7.9;46;0
-2.3;82;0
15.7;46;0
11.1;60;0
-0.1;86;0
24.5;65;0
1.1;92;0
-4.8;68;0
-4.5;94;0
18.8;52;0
23.0;55;0
11.7;58;0
20.4;75;0
3.0;57;0
9.8;41;0
8.9;54;0
16.6;84;0
24.7;41;0
5.8;54;0
1.5;64;0
5.7;99;1
15.0;66;0
11.6;49;0
24.9;46;0
14.3;79;0
-2.1;62;0
3.9;57;0
16.8;56;0
6.3;65;0
13.0;90;0
12.7;79;0
-4.0;54;0
-4.1;57;0
11.3;57;0
1.8;69;0
2.9;93;0
24.1;42;0
19.3;47;0
5.9;52;0
13.6;41;0
16.6;54;0
-0.8;94;0
6.8;63;0
15.8;72;0
15.3;48;0
14.9;96;1
3.0;58;0
-2.0;58;0
15.8;42;0
4.2;76;0
-2.1;86;0
7.8;46;0
3.2;48;0
5.5;80;0
0.7;81;0
11.7;60;0
-4.7;75;0
21.1;74;0
10.3;74;0
-4.9;56;0
8.3;95;1
25.0;74;0
0.3;60;0
10.6;82;0
-4.9;79;0
8.5;55;0
13.2;89;0
12.9;83;0
12.9;86;0
9.7;53;0
4.0;50;0
1.5;52;0
3.0;52;0
4.5;72;0
6.6;53;0
14.8;87;0
20.8;70;0
23.0;50;0
1.5;70;0
9.6;98;1
2.1;71;0
6.8;49;0
5.9;84;0
12.5;43;0
22.6;66;0
7.8;63;0
16.2;53;0
8.0;50;0
21.5;83;0
-1.3;76;0
6.7;45;0
2.5;70;0
10.7;77;0
22.2;44;0
-4.5;47;0
21.4;68;0
-4.7;79;0
19.5;49;0
19.6;97;1
13.4;43;0
20.4;80;0
12.9;80;0
24.0;65;0
-3.9;73;0
24.4;79;0
15.6;79;0
12.7;90;0
13.4;40;0
6.1;47;0
20.9;81;0
21.0;74;0
12.1;100;1
14.0;68;0
24.3;61;0
-2.2;41;0
13.1;50;0
1.4;68;0
21.5;91;0
5.4;70;0
15.5;42;0
23.7;95;1
6.7;91;0
5.4;75;0
1.9;42;0
14.3;52;0
14.8;100;1
15.9;53;0
1.2;78;0
7.5;67;0
23.0;65;0
10.0;73;0
-0.9;80;0
14.0;87;0
2.8;66;0
8.5;65;0
-4.0;46;0
6.5;56;0
24.9;88;0
9.9;50;0
15.7;66;0
-1.3;64;0
7.7;90;0
3.5;52;0
2.0;43;0
-3.6;79;0
22.0;59;0
22.9;86;0
15.8;65;0
19.3;98;1
9.7;74;0
11.7;78;0
7.0;45;0
0.1;68;0
24.9;84;0
9.7;61;0
11.1;63;0
19.8;68;0
2.6;67;0
1.9;60;0
23.6;48;0
3.2;42;0
14.2;65;0
3.0;52;0
-3.2;50;0
0.0;74;0
21.1;96;1
11.2;64;0
8.8;50;0
17.2;63;0
23.2;41;0
13.3;90;0
21.5;58;0
11.8;86;0
16.5;95;1
13.6;52;0
9.6;68;0
1.6;43;0
20.0;74;0
0.4;63;0
24.8;59;0
21.7;63;0
-0.2;77;0
-1.9;87;0
-1.4;40;0
10.7;56;0
11.1;43;0
13.1;89;0
19.1;50;0
8.8;83;0
15.3;80;0
18.7;44;0
5.9;79;0
-2.7;75;0
8.7;90;0
10.2;78;0
19.0;76;0
3.0;98;1
-4.6;66;0
14.3;96;1
0.9;100;1
15.2;44;0
24.6;54;0
-0.4;93;0
